,name,desc_sub,location,origin,roast,est_price,review_date,agtron,aroma,acid,body,flavor,aftertaste,with_milk,desc_1,desc_2,desc_3
1121,Rwanda Gasharu Natural,"Delicately fruit-forward, crisply chocolaty. Date,","Portland, Maine","Nyamasheke District, Rwanda",Medium-Light,$23.00/12 ounces,May 2022,58/76,8.0,8.0,9.0,9.0,8.0,,"Delicately fruit-forward, crisply chocolaty. Date, baking chocolate, hazelnut, tangerine zest, cane sugar in aroma and cup. Sweet-toned structure with gentle, round acidity, plush, syrupy-smooth mouthfeel. Understated, balance, nut- and chocolate-toned finish. ","Produced by smallholding farmers surrounding the Gasharu Washing Station, entirely of the Bourbon variety of Arabica, and processed by the natural method (sun-dried in the whole fruit). Founded in 1994, Coffee By Design is a specialty coffee roaster in Portland, Maine that also operates three coffee shops in town, as well as one in Freeport. Visit www.coffeebydesign.com.","A friendly, easygoing Rwanda cup, cleanly natural processed, with deep fruit, floral, and nut tones."
1122,Ethiopia Guji Shakiso G1 Honey,"Fruit-toned, deeply floral. Raspberry, wisteria, h","Taoyuan, Taiwan","Sidama growing region, southern Ethiopia",Medium-Light,NT $400/8 ounces,May 2022,59/77,9.0,9.0,9.0,9.0,8.0,,"Fruit-toned, deeply floral. Raspberry, wisteria, honey, pink peppercorn, dark chocolate in aroma and cup. Sweetly tart structure with crisp, juicy acidity; full, satiny-smooth mouthfeel. The finish is driven by notes of raspberry and dark chocolate.","Produced by smallholding farmers, from local heirloom varieties of Arabica, and processed by the honey method, in which the skins are removed from the fruit but some fruit flesh is allowed to dry on the beans. VERYTIME is a specialty nano-roaster based in Taoyuan, Taiwan. Visit facebook.com/verytime7 for more information.","A fruit and flower medley, this honey-processed Ethiopia cup is berry-toned with a richly floral throughline and supporting notes of dark chocolate. "
1123,Brazil Sítio Ponte Fazenda Ponte,"Caramel apple, chrysanthemum, lemon verbena, cedar","St. Johns, Georgia","Chapada Diamantina region, Bahia State, Brazil",Medium-Light,$28.00/12 ounces,May 2022,54/72,9.0,8.0,9.0,9.0,8.0,,"Caramel apple, chrysanthemum, lemon verbena, cedar, almond butter in aroma and cup. Sweetly bright structure with delicately juicy acidity; gently buoyant mouthfeel. The roundly sweet finish leads with notes of caramel apple and chrysanthemum.","Produced by Rodolfo Moreno Costa Rodrigues of Fazenda Ponte entirely of the Red Catucai IAC 144 variety of Arabica, and processed by the natural method in the whole fruit with an added dry ferment step. Peach Coffee Roasters is an Atlanta, Georgia-based specialty roaster. Visit www.peachcoffeeroasters.com for more information.","A quietly confident Brazil cup redolent of caramel apple, framed in fragrant aromatic wood notes suggesting cedar."
1124,Brazil Red Catuaí Double-Anaerobic,"Sweetly and deeply bright. Dried cherry, dark choc","Taipei, Taiwan","Minas Gerais State, Brazil",Medium-Light,NT $340/8 ounces,May 2022,56/72,9.0,9.0,8.0,9.0,8.0,,"Sweetly and deeply bright. Dried cherry, dark chocolate, magnolia, cedar, marjoram in aroma and cup. Sweetly savory structure with delicate, deep-toned acidity; silky-smooth mouthfeel. Simple, clean finish, chocolaty and sweet.","Comprised entirely of the Red Catuaí variety of Arabica and processed by the anaerobic natural method (fermentation of the whole fruit occurs in a hermetically sealed, oxygen-free vessel before the fruit is dried). Spix’s Cafe is a Taipei-based coffee roaster specializing exclusively in coffees from Brazil. Visit https://www.facebook.com/SpixsCafeEspecialTaiwan/ for more information.","A quietly confident anaerobic natural Brazil cup, chocolaty, deep, floral, fruit-toned."
1125,Costa Rica Canet Musician Series Bach Raisin Honey,"Richly fruit-toned. Date, honey, hazelnut butter, ","Taipei, Taiwan","Tarrazu, Costa Rica",Medium-Light,NT $550/227 grams,May 2022,60/77,9.0,8.0,9.0,9.0,9.0,,"Richly fruit-toned. Date, honey, hazelnut butter, magnolia, hint of whiskey barrel in aroma and cup. Sweet-toned structure with brisk acidity; full, buttery mouthfeel. Long, resonant, balanced finish centered around notes of date, magnolia and hazelnut. ","Produced by smallholding members of Asocafe Canet, entirely of the Caturra variety of Arabica, and processed by the honey method, in which the skins are removed from the fruit but some of the fruit flesh (mucilage) is allowed to dry on the beans. Cafe Red Bean Shop is a specialty coffee roaster based in Taipei, Taiwan. For more information, visit https://shopee.tw/caferedbean.","A deep-toned, fruit-driven honey-processed Costa Rica cup with an especially inviting aftertaste and a whisper of appealing whiskey barrel-like ferment."
1126,Colombia Quindio Anaerobic Natural,"Richly fruit and spice-toned. Dried elderberry, cl","Minneapolis, Minnesota","Quindio Department, Colombia",Medium-Light,$30.00/12 ounces,June 2022,61/79,9.0,9.0,9.0,9.0,8.0,,"Richly fruit and spice-toned. Dried elderberry, clove, agave syrup, marjoram, sandalwood in aroma and cup. Sweet-savory structure with vibrant acidity; syrupy-smooth mouthfeel. The resonant finish leads with notes of elderberry and sandalwood.","Produced by smallholding farmers and processed by the natural anaerobic method ((whole fruit is fermented in hermetically sealed vessels before drying). Paradise prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information. ","A deeply satisfying, savory-sweet Colombia anaerobic with wide-ranging aromatics and dried fruit and warming spices on the palate."
1127,Colombia Pink Bourbon,"Complex, nuanced, high-toned. Wild raspberry, hone","Minneapolis, Minnesota","Pitalito, Huila Department, Colombia",Medium-Light,$19.00/6 ounces,June 2022,60/77,9.0,9.0,9.0,9.0,8.0,,"Complex, nuanced, high-toned. Wild raspberry, honeysuckle, cocoa nib, tangerine zest, honey in aroma and cup. Sweetly tart with juicy-bright acidity; full, satiny-smooth mouthfeel. The inviting finish leads with notes of cocoa nib and honey.","Produced by Carlos Ramon Diaz of Finca La Esperanza entirely of the Pink Bourbon variety of Arabica, and processed by the washed method (fruit skin and flesh are removed from the beans before they are dried). Paradise prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information. ","A focused, complex Colombia Pink Bourbon with top notes of wild berry and cocoa nib and a throughline of spicy-sweet florals and citrus zest."
1128,Colombia Cumbarco Lot 397,"Crisply chocolaty, richly nut-toned. Baking chocol","Jersey City, New Jersey","Caicedonia, Valle de Cauca Department, Colombia",Medium-Light,$20.00/12 ounces,June 2022,59/75,9.0,9.0,8.0,9.0,8.0,,"Crisply chocolaty, richly nut-toned. Baking chocolate, almond butter, plum, cedar, maple syrup in aroma and cup. Sweet structure with juicy acidity; velvety mouthfeel. The flavorful finish leads with notes of baking chocolate and almond with hints of plum.","Produced by smallholding farmers surrounding the famous Café La Granja La Esperanza farm from trees of the Caturra, Castillo and Colombia varieties of Arabica, and processed by the traditional washed method at La Granja. modcup coffee, founded in 2013, focuses on fresh roasting and distinctive natural-processed coffees. Visit modcup.com for more information.","A classic washed Colombia cup with crisp stonefruit notes, balanced acidity, a richly sweet structure."
1129,Ruby Sweet Lychee,"Fruit-toned, delicately floral. Magnolia, plum, al","Tainan, Taiwan","Yirgacheffe growing region, southern Ethiopia",Medium-Light,NT $450/227 grams,June 2022,60/76,8.0,9.0,8.0,9.0,8.0,,"Fruit-toned, delicately floral. Magnolia, plum, almond, cedar, cane sugar in aroma and cup. Crisply sweet structure with brisk acidity; silky mouthfeel. Wood-framed finish with undertones of almond and cane sugar.","Produced by smallholding farmers largely from landrace varieties of Arabica long grown in the region, and processed by the traditional washed method (fruit skin and flesh are removed from the beans before they are dried). 1980 CAFE is a specialty coffee roaster and cafe in Tainan, Taiwan. Visit https://www.1980cafetw.com for more information."," A friendly, gently fruit- and floral-driven washed Ethiopia cup.Click here for more information about coffees from Ethiopia."
1130,Fruits Island,"Gently sweet-tart. Pomegranate, orange zest, agave","Tainan, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,NT $450/227 grams,June 2022,58/76,8.0,8.0,8.0,9.0,7.0,,"Gently sweet-tart. Pomegranate, orange zest, agave syrup, fir, lily in aroma and cup. Tart structure with brisk acidity; velvety mouthfeel. Gently drying, wood-framed finish.","Produced by smallholding farmers, entirely of the 74110 variety of Arabica, and processed by the natural method (dried in the whole fruit). 1980 CAFE is a specialty coffee roaster and cafe in Tainan, Taiwan. Visit https://www.1980cafetw.com for more information.",A quietly inviting natural-processed Ethiopia cup with tart fruit and distinct aromatic wood notes.Click here for more information about coffees from Ethiopia.
1131,Santa Elena Colombia Caturra Natural,"Gently sweet-tart, fruit-toned. Dried plum, cocoa ","Reno, Nevada","Antioquia Department, Colombia",Medium-Light,$19.50/12 ounces,May 2022,57/75,9.0,8.0,8.0,9.0,8.0,,"Gently sweet-tart, fruit-toned. Dried plum, cocoa nib, fresh-cut oak, lemon verbena, freesia-like flowers in aroma and cup. Delicately tart structure with brisk acidity; crisp, satiny mouthfeel. Cocoa and cedar notes lead the quiet finish.",Produced by Samuel Roldan of Finca Santa Elena entirely of the Caturra variety of Arabica and processed by the natural method (dried in the whole fruit). Hub Coffee Roasters is a specialty roaster focused on single-origin coffees with several cafes in the Reno area. Visit www.hubcoffeeroasters.com for more information.,"An easygoing, approachable natural-processed Colombia cup with a sweetly tart cup profile complicated by hints of cocoa nib and spicy florals."
1132,Decaf Colombia Finca Las Nubes,"Crisply chocolaty, deeply sweet. Baking chocolate,","Reno, Nevada",Colombia,Medium-Light,$18.00/12 ounces,May 2022,58/76,8.0,8.0,9.0,8.0,7.0,,"Crisply chocolaty, deeply sweet. Baking chocolate, cashew, caramel, fresh-cut fir, oregano in aroma and cup. Sweet-toned structure with gentle, round acidity; full, syrupy mouthfeel. Gently drying finish with notes of crisp chocolate and cashew.","Produced at Finca Las Nubes entirely of the Caturra variety of Arabica and processed by the washed method. Decaffeinated using ethyl acetate, an organic compound derived from sugar cane. Hub Coffee Roasters is a specialty roaster focused on single-origin coffees with several cafes in the Reno area. Visit www.hubcoffeeroasters.com for more information.","A balanced, crisply sweet decaffeinated Colombia cup with an especially plush mouthfeel."
1133,Nicaragua Selva Negra,"Deeply fruity, richly chocolaty. Grape candy, choc","St. Johns, Georgia","Matagalpa, Nicaragua",Medium-Light,$18.00/12 ounces,May 2022,58/76,9.0,8.0,9.0,9.0,8.0,,"Deeply fruity, richly chocolaty. Grape candy, chocolate fudge, magnolia, walnut butter, agave syrup in aroma and cup. Crisply sweet-taert structure with brisk acidity; plush, syrupy mouthfeel. Quietly fruit-toned, chocolaty finish.","Produced at Selva Negra Farm and processed by the natural method (dried in the whole fruit). Peach Coffee Roasters is an Atlanta, Georgia-based specialty roaster. Visit www.peachcoffeeroasters.com for more information.",A resonant Nicaragua natural cup with a throughline of grape candy and chocolate fudge.
1134,Colombia UVI Cochidas,"Spice-toned, balanced, crisply sweet. Baking spice","St. Johns, Georgia","Huila Department, Colombia",Medium-Light,$19.99/12 ounces,May 2022,55/77,9.0,9.0,8.0,9.0,8.0,,"Spice-toned, balanced, crisply sweet. Baking spices, caramel, lily, almond, orange zest in aroma and cup. Crisp, sweet structure with bright acidity; smooth, satiny mouthfeel. Almond notes lead in the finish, supported by caramel and orange zest.","The organization Unblended Ventola Institute (UVI) describes itself as an incubator for young coffee growers to become young coffee entrepreneurs. Peach Coffee Roasters is an Atlanta, Georgia-based specialty roaster. Visit www.peachcoffeeroasters.com for more information.",A fine Colombia cup — sweet-toned with lively citrus and baking spice notes — by a collective that supports emerging farmers.
1135,Ethiopia Dawencho 74110 Natural Espresso,"Evaluated as espresso. Sweetly tart, juicy, bright","Taipei, Taiwan","Arbegona, Sidama Region, Ethiopia",Medium-Light,NT $620/100 grams,May 2022,58/77,9.0,,9.0,9.0,8.0,9.0,"Evaluated as espresso. Sweetly tart, juicy, bright. Green apple, sandalwood, dark chocolate, almond brittle, pink grapefruit zest in aroma and small cup. Syrupy, viscous mouthfeel; crisply fruit-toned finish. Elegant and deep in three parts milk, with fruit, dark chocolate and aromatic wood in harmony.","Produced by smallholding farmers entirely of the 74110 variety of Arabica, and processed by the natural method (dried in the whole fruit). Quartet Kaffe is an artisan roastery in Taiwan founded in 2018, dedicated to pursuing coffee performance art and offering unique specialty coffee. Visit www.facebook.com/QuartetKaffe for more information.","This natural-processed, single-variety Ethiopia, roasted for espresso, offers a tart-leaning, juicy straight shot and a chocolaty and richly wood-framed cappuccino.Click here for more information about coffees from Ethiopia."
