,est_price,blind_assessment,after_slash,before_slash,before_DOL,rem_D,Euro
932,NT $200/453 grams,"Chocolaty, crisply sweet. Baking chocolate, date, almond, cedar, agave syrup in aroma and cup. Sweet structure with pert acidity; satiny mouthfeel. The finish centers around notes of baking chocolate and almond with cedar undertones.",453 grams,NT $200,NT ,200.0,
933,$13.95/12 ounces,"Deep-toned, sweet, chocolaty. Baking chocolate, golden raisin, molasses, baking spices, fresh-cut cedar in aroma and cup. Sweet structure with gentle, round acidity; very full, velvety mouthfeel. Crisply sweet, chocolaty finish.",12 ounces,$13.95,,13.95,13.112999999999998
934,$14.99/12 ounces,"Earthy-rich, deep-toned. The odor of oak forest, dark chocolate, hazelnut butter, magnolia, orange zest in aroma and cup. Richly bittersweet structure with brisk acidity; plush, creamy mouthfeel. The sweet finish centers around notes of dark chocolate and aromatic oak.",12 ounces,$14.99,,14.99,14.0906
935,NT $450/115 grams,"Sweetly fruit-driven, richly aromatic. Lychee, hop flowers, cocoa nib, thyme, agave syrup in aroma and cup. Sweet-savory structure with bittersweet acidity; full, syrupy-smooth mouthfeel. The finish centers around notes of lychee and hop flowers with cocoa undertones.",115 grams,NT $450,NT ,450.0,
936,$30.00/12 ounces,"Intensely aromatic, richly fruit-driven. Dark chocolate, fermented pomegranate juice, gardenia, sassafras, Meyer lemon zest in aroma and cup. Sweet-savory structure with richly bittersweet, juicy acidity; syrupy-smooth mouthfeel. Chocolaty and floral in the finish with a deliberate hint of ferment.",12 ounces,$30.00,,30.0,28.2
937,$20.00/12 ounces,"Intensely fruit-driven, richly sweet-tart. Raspberry jam, maple syrup, cocoa nib, fresh-cut fir, jasmine in aroma and cup. Sweet-toned structure with gently tart acidity; plush, syrupy mouthfeel. Fruit-toned finish with undertones of maple syrup and fir.",12 ounces,$20.00,,20.0,18.799999999999997
938,$22.50/12 ounces,"Crisply sweet-tart, richly wood-framed. Rhododendron, blueberry, rum barrel, chocolate fudge, pecan praline in aroma and cup. Brightly sweet structure with winy acidity; viscous, satiny mouthfeel. Crisp, drying finish that leads with notes of oak barrel and deep chocolate.",12 ounces,$22.50,,22.5,21.15
939,NT $250/227 grams,"Sweetly herbaceous, cocoa-driven. Cocoa nib, lemon-thyme, pink grapefruit zest, caramel, cedar in aroma and cup. Sweetly savory with brisk acidity; delicate, silky mouthfeel. T",227 grams,NT $250,NT ,250.0,
940,$24.95/12 ounces,"High-toned, juicy, complex. Red currant, toffee, grapefruit marmalade, star jasmine, sandalwood in aroma and cup. Sweetly tart with richly vibrant, balanced acidity; very full, syrupy-smooth mouthfeel. The resonant, lingering finish carries forward the multi-layered nuance of the cup.",12 ounces,$24.95,,24.95,23.453
941,$25.00/12 ounces,"Delicately citrus- and floral-toned. Bergamot, star jasmine, lemon verbena, cocoa nib, sandalwood in aroma and cup. Sweet-tart structure with bright, vibrant acidity; lively, silky mouthfeel. Finish consolidates to notes of cocoa nib and star jasmine.",12 ounces,$25.00,,25.0,23.5
942,$42.00/12 ounces,"Deeply rich, sweetly savory. Pomelo, myrrh, dried apricot, dark chocolate, the pungent herb epazote in aroma and cup. Juicy-sweet structure with tart, zesty acidity; plush, creamy mouthfeel. The resonant finish centers around notes of apricot and chocolate with hints of tarragon.",12 ounces,$42.00,,42.0,39.48
943,NT $850/8 ounces,"Evaluated as espresso. Richly chocolaty, complex, multi-layered. Chocolate fudge, dried passionfruit, almond nougat, cedar, graphite in aroma and small cup. Lively, syrupy-smooth mouthfeel; crisply sweet-tart, chocolaty finish. In three parts milk, chocolate notes are amplified, and fruit tones softened, while the pleasing mineral edge lingers.",8 ounces,NT $850,NT ,850.0,
944,$13.99/12 ounces,"Crisply chocolaty, sweetly nut-toned. Baking chocolate, hazelnut butter, magnolia, date, oak in aroma and cup. Sweet-toned with pert acidity; plush, syrupy-smooth mouthfeel. The gentle finish centers around notes of baking chocolate and hazelnut with magnolia undertones.",12 ounces,$13.99,,13.99,13.150599999999999
945,$19.49/12 ounces,"Deeply and richly sweet, chocolate- and berry-toned. Blackberry, dark chocolate fudge, almond nougat, agave syrup, fresh-cut cedar in aroma and cup. Sweet-toned structure with juicy-bright acidity; very full, satiny mouthfeel. The crisp finish consolidates to notes of dark chocolate fudge and blackberry.",12 ounces,$19.49,,19.49,18.3206
946,$26.00/12 ounces,"Sweetly high-toned, fruit-forward, richly aromatic. Tangerine, Jolly Rancher, dark chocolate, wild honey, narcissus in aroma and cup. Sweet-tart structure with juicy, vibrant acidity; viscous, syrupy mouthfeel. The very long finish leads with notes of dark chocolate and Jolly Rancher in the short, rounding to narcissus and honey in the long.",12 ounces,$26.00,,26.0,24.439999999999998
947,$22.49/12 ounces,"Elegantly bright, richly juicy, elaborately complete. Toffee, pomelo, plum marmalade, star jasmine, sandalwood in aroma and cup. Sweetly tart structure with lyrically balanced acidity; syrupy, viscous mouthfeel. Resonant, long, satisfying finish.",12 ounces,$22.49,,22.49,21.140599999999996
948,NT $325/8 ounces,"Richly sweet-tart, deeply berry-toned. Fresh blueberry, rhododendron, Meyer lemon zest, dark chocolate, fresh-cut oak in aroma and cup. Sweet-toned structure with gentle, round acidity; very syrupy-smooth mouthfeel. Finish consolidates to notes of blueberry and dark chocolate with oak undertones.",8 ounces,NT $325,NT ,325.0,
949,NT $600/8 ounces,"Crisply high-toned, richly sweet-savory. Dark chocolate, goji berry, lemon verbena, honeysuckle, hazelnut brittle in aroma and cup. Sweet-savory structure with lively, balanced acidity; plush, syrupy mouthfeel. The finish consolidates to dark chocolate and honeysuckle.",8 ounces,NT $600,NT ,600.0,
950,NT $375/8 ounces,"Gently fruit-toned, sweetly herbaceous. Dried apricot, marjoram, cocoa nib, lilac, almond butter in aroma and cup. Sweetly tart with vibrant, inviting acidity; very full, satiny mouthfeel. Cocoa tones in the finish are supported by suggestions of marjoram and a hint of lilac.",8 ounces,NT $375,NT ,375.0,
951,NT $275/8 ounces,"Intricately layered, deeply sweet. Wisteria, cocoa nib, nectarine, amber, cashew in aroma and cup. Bright, juicy acidity; plush, syrupy mouthfeel. The resonant, flavor-saturated finish leads with notes of wisteria and nectarine, balanced by suggestions of crisp cocoa.",8 ounces,NT $275,NT ,275.0,
952,NT $280/8 ounces,"Richly sweet-tart, fruit-forward. Dried strawberry, dark chocolate, almond brittle, lemon thyme, cedar in aroma and cup. Brightly sweet with juicy acidity; creamy-smooth mouthfeel. Resonant finish, flavor-laden well into the long.",8 ounces,NT $280,NT ,280.0,
953,NT $225/8 ounces,"Evaluated as espresso. Deeply sweet, harmoniously balanced. Pomegranate syrup, almond butter, cedar, dark chocolate, plumeria in aroma and small cup. Full, satiny-smooth mouthfeel; chocolaty, floral-toned finish. Plumeria notes predominate in cappuccino-scaled milk, with undertones of dark chocolate and almond butter.",8 ounces,NT $225,NT ,225.0,
954,NT $600/4 ounces,"Balanced, complex, classic. Red plum, Nutella, lavender, lemon verbena, fresh-cut cedar in aroma and cup. Gently sweet-tart structure with high-toned acidity; full, viscous mouthfeel. All the flavor notes from the cup, especially red plum and Nutella, carry into a harmonious, integrated finish. ",4 ounces,NT $600,NT ,600.0,
955,$15.00/12 ounces,"Gently fruit-forward, sweetly nut-toned. Dried persimmon, baking chocolate, lily, cashew, molasses in aroma and cup. Sweet-toned structure with gentle, round acidity; smooth, satiny mouthfeel. Nut-toned finish with hints of persimmon and lily.",12 ounces,$15.00,,15.0,14.1
956,NT $400/120 grams,"Evaluated as espresso. Complex, vibrant, richly nuanced. Toffee, pomegranate, dark chocolate, star jasmine, marjoram in aroma and small cup. Very viscous, syrupy-smooth mouthfeel; resonant, long, flavor-saturated finish. Integrated and harmonious in three parts milk, with pomegranate and dark chocolate framing deep suggestions of star jasmine.",120 grams,NT $400,NT ,400.0,
957,$17.95/12 ounces,"Richly fruit-toned with savory undercurrents. Blueberry, molasses, hop flowers, baking chocolate, lemon-thyme in aroma and cup. Appealingly bittersweet structure with gentle, round acidity; crisp, lightly satiny mouthfeel. Berry-toned finish with notes of molasses and lemon-thyme.",12 ounces,$17.95,,17.95,16.872999999999998
960,$16.00/12 ounces,"Chocolaty and juicy-bright. Oreo cookie, pomegranate, freesia, maple syrup, tangerine zest in aroma and cup. Sweet structure with high-toned acidity; crisp, velvety mouthfeel. Chocolaty finish with undertones of freesia and maple syrup. ",12 ounces,$16.00,,16.0,15.04
961,NT $550/250 grams,"Deeply sweet, fruit-toned, vibrant. Persimmon, dark chocolate, marshmallow, pistachio, pink grapefruit zest in aroma and cup. Sweet structure with bright, juicy acidity; full, creamy-smooth mouthfeel. The cleanly fruit-toned finish is supported by notes of pistachio and dark chocolate.",250 grams,NT $550,NT ,550.0,
962,$50.00/4 ounces,"Subtly complex, rich-toned. Goji berry, cocoa nib, agave nectar, hibiscus, lemon-thyme in aroma and cup. Bright, bittersweet structure with brisk acidity; very full, satiny-smooth mouthfeel. The resonant finish centers around notes of goji berry and lemon-thyme.",4 ounces,$50.00,,50.0,47.0
963,$18.00/12 ounces,"Crisply sweet-tart, balanced. Pear, almond butter, magnolia, baking chocolate, molasses in aroma and cup. Brightly sweet-tart structure with lively acidity; crisp, satiny mouthfeel. Finish consolidates to notes of almond, pear and baking chocolate.",12 ounces,$18.00,,18.0,16.919999999999998
964,$11.99/4 ounces,"Delicate, complex, rich-toned. Cocoa nib, persimmon, caramel, cardamom, fresh-cut cedar in aroma and cup. Sweet-savory structure with balanced, bright acidity; lithe, satiny mouthfeel. Cocoa-toned finish with undercurrents of caramel and cardamom. ",4 ounces,$11.99,,11.99,11.2706
965,$18.00/8 ounces,"High-toned, richly sweet-tart. Mango, cocoa nib, lemongrass, cedar, narcissus in aroma and cup. Balanced, sweetly tart structure with lively acidity; syrupy-smooth mouthfeel. The long, sweetly herb-toned finish leads with lemongrass notes with undertones of crisp cocoa nib.",8 ounces,$18.00,,18.0,16.919999999999998
966,$18.95/12 ounces,"Crisply sweet-tart, cocoa-toned. Narcissus, cocoa nib, raspberry, tangerine zest, white peppercorn in aroma and cup. Sweet-tart structure with gently bright acidity; delicate, very silky mouthfeel. The cocoa-toned finish is supported by undertones of tangerine zest and white peppercorn. ",12 ounces,$18.95,,18.95,17.813
967,$21.00/12 ounces," Deeply sweet-savory, complex, layered. Asian pear, rhododendron, pomelo, Nutella, candied walnut in aroma and cup. Richly bittersweet structure with gently bright acidity; plush, syrupy-smooth mouthfeel. Resonant, long, flavor-laden finish.",12 ounces,$21.00,,21.0,19.74
968,$19.00/12 ounces,"Cleanly fruit-toned, juicy, deep. Raspberry coulis, cocoa nib, lavender, hazelnut, fresh-cut oak in aroma and cup. High-toned, sweetly tart structure with juicy-vibrant acidity; plush, syrupy mouthfeel. Rich, inviting, flavor-saturated finish.",12 ounces,$19.00,,19.0,17.86
969,$28.00/225 grams,"Crisply sweet-savory. Blood orange, dried hibiscus flowers, honey, baking chocolate, mesquite in aroma and cup. Sweet-savory structure with bittersweet acidity; plush, creamy mouthfeel. The crisp finish consolidates to notes of blood orange and baking chocolate with honey undertones.",225 grams,$28.00,,28.0,26.32
970,$49.99/16 ounces,"Richly aromatic, floral-toned. Orange blossom, baking chocolate, vanilla bean, apricot, the scent of oak forest in aroma and cup. Crisply sweet structure with floral acidity; very smooth, full mouthfeel. The chocolaty finish is supported by notes of orange blossom and vanilla bean.",16 ounces,$49.99,,49.99,46.9906
971,NT $1000/200 grams,"Juicy, fruit-driven, balanced. Raspberry jam, dark chocolate, narcissus, caramel, cedar in aroma and cup. Tart-leaning structure with winy acidity; impressively satiny-smooth mouthfeel. The crisply sweet-tart finish centers around raspberry and chocolate suggestions. ",200 grams,NT $1000,NT ,1000.0,
972,NT $800/100 grams,"Floral- and citrus-toned. Star jasmine, pink grapefruit zest, cocoa nib, agave syrup, lychee in aroma and cup. Bright structure with sweetly citrusy acidity; crisp, satiny mouthfeel. Quiet but inviting finish redolent of pink grapefruit zest and cocoa nib.",100 grams,NT $800,NT ,800.0,
973,$40.00/4 ounces,"Dried mulberry, lemon verbena, apple blossom, cocoa nib, wild honey in aroma and cup. Sweet, high-toned structure with fruity acidity; full, satiny-smooth mouthfeel. Cocoa- and mulberry-driven finish.",4 ounces,$40.00,,40.0,37.599999999999994
974,$120.00/6 ounces,"Deep-toned, richly sweet-savory. Blackberry jam, toffee, lavender, spearmint, fresh-cut cedar in aroma and cup. Vibrantly sweet-savory structure with lilting acidity; lively, viscous mouthfeel. Blackberry and lavender notes lead in the short finish, which rounds toward toffee in the long.",6 ounces,$120.00,,120.0,112.8
975,$60.00/8 ounces,"Richly sweet, deeply aromatic. Strawberry guava, cocoa nib, wild honey, marjoram, lilac in aroma and cup. Sweet-tart structure with richly tart acidity; syrupy-smooth mouthfeel. Long, lingering finish with strawberry guava and cocoa nib in front and wild honey and marjoram undertones.",8 ounces,$60.00,,60.0,56.4
976,$95.00/4 ounces,"Delicately fruit-forward, suave, intricate. Pluot, cocoa nib, Meyer lemon zest, star jasmine, pistachio in aroma and cup. Sweet-toned structure with elegantly bright acidity; silky, vibrant mouthfeel. Long, resonant, flavor-saturated finish.",4 ounces,$95.00,,95.0,89.3
977,$25.00/12 ounces,"Citrus- and chocolate-toned. Candied mandarin, dark chocolate, hazelnut butter, wisteria, fresh-cut oak in aroma and cup. Sweet-toned structure with bright, balanced acidity; syrupy-smooth mouthfeel. Crisply sweet, citrusy finish with dark chocolate undertones.",12 ounces,$25.00,,25.0,23.5
979,$22.00/12 ounces,"Richly fruit-forward, chocolaty. Dried persimmon, chocolate fudge, almond brittle, cedar in aroma and cup. Sweet-savory structure with winy acidity; plush, syrupy mouthfeel. The rich-toned finish consolidates to dried persimmon, chocolate fudge, and cedar.",12 ounces,$22.00,,22.0,20.68
980,$16.00/12 ounces,"Richly bittersweet, citrus-toned. Bergamot, dark chocolate, narcissus, cedar, molasses in aroma and cup. Bittersweet structure with vibrant acidity; plush, syrupy mouthfeel. The finish centers around notes of dark chocolate and bergamot.",12 ounces,$16.00,,16.0,15.04
981,$16.00/12 ounces,"Evaluated as espresso. Sweet-toned, chocolaty and floral. Dark chocolate, pomegranate, freesia-like flowers, cedar, caramel in aroma and cup. Satiny-smooth mouthfeel; chocolaty, caramel-toned finish. In three parts milk, dessert-like in its chocolaty sweetness and floral undertones.",12 ounces,$16.00,,16.0,15.04
982,$25.00/12 ounces,"Richly aromatic, sweet-tart. Watermelon candy, dark chocolate, freesia and hop flowers, cedar in aroma and cup. Sweetly tart structure with gently bright acidity; plush, syrupy mouthfeel. The tart-leaning finish consolidates to notes of watermelon candy and hop flowers.",12 ounces,$25.00,,25.0,23.5
