,coffee_name,rating,rating_cat,est_price,aftertaste,aroma,body,flavor,agtron,blind_assessment,coffee_origin,notes,roast_level,roaster,roaster_location,url,clusters,max_match_key,Fruity,Tropical,Citrusy,Woody,Berry,Sweet,Candy,Nutty,Creamy,Herbal,Chocolaty,Floral,Texture,Character,Acidity / Spicy,Delicate,Bold,score
1144,Sumatra Mutu Batak,93,Very Good to Outstanding,$14.00/12 ounces,8,9,9,9,555/73,"Deep, rich, sweetly earth-toned. Pipe tobacco, baking chocolate, plum, nougat, narcissus-like flowers in aroma and cup. Sweet structure with pert acidity; full, creamy mouthfeel. Pipe tobacco and nougat complicate the chocolaty finish.","Lintong growing region, North Sumatra Province, Indonesia","Produced by smallholding farmers from the Ateng, Jember and Garundang varieties of Arabica. Coffees like this one from the northern part of the Indonesian island of Sumatra are valued for their complex earth and fruit notes that appear to result largely from unorthodox fruit removal and drying practices called “wet-hulling.” This is a particularly refined example of the type, produced in the Lintong region south of Lake Toba, one of the oldest and most admired of Sumatra growing regions. Jackrabbit Java selects the finest coffees from around the world and roasts them in Thermopolis, Wyoming’s mountain air. All Jackrabbit Java coffees are specialty-grade and roasted to order. Visit www.jackrabbitjava.com for more information.",Light,Jackrabbit Java,"Thermopolis, Wyoming",https://www.coffeereview.com/review/sumatra-mutu-batak-2/,0,Herbal,1,0,0,1,0,0,1,0,1,2,2,1,0,0,1,0,0,3
1164,Rum Barrel Aged Kauai Coffee,92,Very Good to Outstanding,$50.00/10 ounces,8,9,8,9,50/70,"Deep-toned, sweetly fermenty. Oak barrel, chocolate fudge, raspberry, freesia-like flowers, a hint of rum in aroma and cup. Sweet structure with gentle, round acidity; satiny-smooth mouthfeel. Chocolaty, oak-toned finish with rum undertones.","Kalaheo, Kauai, Hawaii","Kauai Coffee, Hawaii’s largest coffee producer, operates a popular visitor center and tasting room on its farm on the south coast of the Hawaiian island of Kauai. This entirely estate-grown coffee was aged in charred rum barrels after processing by the washed method. Visit www.kauaicoffee.com for more information.",Medium,Kauai Coffee Company,"Kalaheo, Kauai, Hawaii",https://www.coffeereview.com/review/rum-barrel-aged-kauai-coffee/,2,Berry,0,0,0,1,2,1,1,0,0,1,2,1,1,1,1,2,0,2
1172,Coral,94,Very Good to Outstanding,$10.00/250 grams,8,9,9,9,58/78,"Gently fruit-toned, harmonious and balanced. Strawberry, almond nougat, sandalwood, narcissus, lemon verbena in aroma and cup. Sweetly tart with juicy, bright acidity; vibrant, syrupy mouthfeel. Nicely composed finish centered around strawberry and sandalwood notes.","Llayla District, Satipo Province, Peru","This exceptional coffee was selected as the No. 25 coffee on Coffee Review’s list of the Top 30 Coffees of 2021. Produced and roasted by the Meza family at Finca Tasta, a 56-acre farm in Peru that has 19 acres cultivated with coffee and 22 acres of forest preserve.  This coffee consists entirely of the bold-beaned Pacamara variety of Arabica and is processed by the natural method (dried in the whole fruit). International shipping available. Visit www.fincatasta.com for more information.",Medium-Light,Finca Tasta,"Llayla District, Satipo Province, Peru",https://www.coffeereview.com/review/coral/,0,Sweet,0,0,1,2,2,3,1,1,0,1,0,1,1,0,1,1,0,2
1192,Espresso Havana,93,Very Good to Outstanding,$18.95/12 ounces,8,9,8,9,47/63,"Evaluated as espresso. Rich, chocolaty, floral. Chocolate fudge, magnolia, blueberry pie, pipe tobacco, almond brittle in aroma and small cup. Crisp, satiny mouthfeel. The chocolaty finish is pleasantly complicated by notes of pipe tobacco. Cappuccino-scaled milk amplifies the chocolate and floral notes.",Indonesia; Ethiopia,"A blend of aged wet-hulled Sumatra and honey-processed Ethiopia coffees roasted for espresso. Paradise Roasters specializes in micro-lot Arabica and Robusta coffees from Asia and other emerging origins. The company prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information.",Medium,Paradise Roasters,"Minneapolis, Minnesota",https://www.coffeereview.com/review/espresso-havana-4/,2,Berry,0,0,0,0,2,1,1,1,1,1,2,2,1,1,0,1,1,2
1227,Ecuador La Hormiga “Naty”,93,Very Good to Outstanding,$22.95/12 ounces,8,9,9,9,547/74,"Delicately sweet-tart. Candy apple, green banana, grapefruit zest, brown sugar, marjoram in aroma and cup. Gently sweet structure with pert acidity; viscous, lively mouthfeel. The quiet finish consolidates to notes of tropical and citrus fruits and sweet garden herbs.","Chito, Zamora Chinchipe, Ecuador","Produced by Bruhwer Coffee at La Hormiga Farm of the Caturra and Typica varieties of Arabica and processed by the natural (dried in the whole fruit) method with a two-day anaerobic (limited oxygen) fermentation stage. Paradise Roasters specializes in micro-lot Arabica and Robusta coffees from Asia and other emerging origins. The company prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information.",Light,Paradise Roasters,"Minneapolis, Minnesota",https://www.coffeereview.com/review/ecuador-la-hormiga-naty/,0,Fruity,2,1,2,0,0,2,1,0,0,2,0,0,2,0,1,1,1,3
1232,Panama Geisha,93,Very Good to Outstanding,CAD $45/250 grams,8,9,9,9,51/67,"Delicate, deep, gently fruit-forward. Grape candy, almond butter, dark chocolate, rum barrel, narcissus in aroma and cup. Sweet-tart structure with gentle, rounded acidity; viscous, creamy mouthfeel. The finish centers around notes of grape candy, rum barrel and dark chocolate. ","Volcan growing region, western Panama","Produced at the Janson Family Farm entirely of the Geisha variety of Arabica and processed by the anaerobic natural method (whole fruit subject to oxygen-restricted fermentation before drying). Prairie Lily is an artisan roaster based in Saskatchewan, Canada with a focus on quality sourcing and precise roasting that highlights the best qualities of each green coffee. For more information, visit www.prairielilycoffee.com.",Medium,Prairie Lily Coffee,"Lloydminster, Saskatchewan, Canada",https://www.coffeereview.com/review/panama-geisha-3/,0,Sweet,1,0,0,0,0,2,1,1,2,1,1,0,2,0,1,1,1,2
1268,Honduro-Spro,92,Very Good to Outstanding,$15.95/12 ounces,8,8,9,8,56/74,"Evaluated as espresso. Richly chocolaty, fruit-toned. Dark chocolate, raspberry jam, cedar, caramel, lemon verbena in aroma and small cup. Crisp, syrupy-smooth mouthfeel; chocolaty, sweetly herbaceous finish. In three parts milk, raspberry notes recede and caramel and chocolate come forward.","San José, La Paz Department, Honduras","Produced by Tony Castro of Finca La Joya and processed by the natural method (beans are dried in the whole fruit). RamsHead Coffee Roasters is a family-owned company founded by Bozeman, Montana natives Caleb and Laura Walker, specializing in direct trade microlot coffees. For more information, visitwww.ramsheadcoffee.com.",Medium-Light,RamsHead Coffee Roasters,"Bozeman, Montana",https://www.coffeereview.com/review/honduro-spro/,0,Sweet,0,0,1,1,2,3,1,0,1,2,2,1,2,0,0,1,1,3
1318,Kona Mocca®,96,Exceptional,$87.50/8 ounces,9,9,9,10,56/74,"Lyrically sweet, luxuriously chocolaty. Chocolate fudge, tamarind, sandalwood, narcissus, a hint of wine barrel in aroma and cup. Sweetly tart structure with vibrant, juicy acidity; plush, creamy mouthfeel. The finish resolves around chocolate fudge and tamarind with undertones of rich sandalwood.","Holualoa, North Kona growing district, “Big Island” of Hawai’i","This exceptional coffee was selected as the No. 5 coffee on Coffee Review’s list of the Top 30 Coffees of 2021. The coffee earned the highest rating in a cupping of coffees from roasters in North American beach and coastal communities for Coffee Review’s April 2021 report. Mocca (also spelled Moka and Mokka) is a rare variety of Arabica that apparently originated in the Reunion Islands as a mutant of the great Bourbon variety. This Mocca was processed by the natural method (dried in the whole fruit). This unusual coffee with its tiny beans and striking cup is available only on the Hula Daddy website through their allocation list. Hula Daddy is a boutique coffee producer with farms at the 1,400- and 2,500-foot levels of the Mount Hualalai volcano near the northern end of the Kona growing district, five minutes above the town of Kailua-Kona. This coffee was produced at the higher elevation Hula Daddy farm. Visit www.huladaddy.com or call 888-553-2339 for more information.",Medium-Light,Hula Daddy Kona Coffee,"Holualoa, Hawai’i",https://www.coffeereview.com/review/kona-mocca-4/,0,Woody,1,0,0,2,1,1,1,0,1,1,2,0,1,0,1,1,0,2
1344,Ethiopia Natural Guji,94,Very Good to Outstanding,NT $210/8 ounces,8,9,9,9,56/76,"Evaluated as espresso. Cleanly fruit-toned, deep, complex. Pomegranate, narcissus, lemon-thyme, chocolate fudge, sandalwood in aroma and small cup. Creamy mouthfeel; richly chocolaty finish with undertones of sandalwood. The milk shot is chocolaty through and through, fudge-like in its depth, complicated by sweet-tart pomegranate notes.","Guji Zone, Oromia region, southern Ethiopia","Southern Ethiopia coffees like this one are largely produced from distinctive traditional Ethiopian landrace varieties of Arabica long grown in the region. This is a dry-processed or “natural” version, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information.",Medium-Light,Kakalove Cafe,"Chia-Yi, Taiwan",https://www.coffeereview.com/review/ethiopia-natural-guji/,0,Woody,0,1,1,2,0,1,1,0,2,1,2,0,0,1,0,0,1,2
1370,Holiday Sweet Blend,93,Very Good to Outstanding,$18.99/12 ounces,8,9,9,9,51/69,"Richly fruit- and cocoa-toned. Blueberry, tamarind, chocolate fudge, oak, freesia-like flowers in aroma and cup. Richly sweet-tart structure with brisk acidity; very syrupy mouthfeel. Crisp, chocolaty finish with undertones of blueberry and oak.",Ethiopia; Colombia,"This coffee tied for the second-highest rating in a tasting of holiday blends for Coffee Review‘s December 2019 tasting report. Comprised of a natural-process Ethiopia Koke and Ethiopia Sidamo and a washed-process Ethiopia Limu and Colombia Nariño Marco Lasso. Certified organic. Established in 2010, Red Rooster is an organic-certified micro-roaster focusing on socially conscious coffee and high-quality coffee. Visit redroostercoffee.com or call 540-745-7338 for more information.",Medium,Red Rooster Coffee Roaster,"Floyd, Virginia",https://www.coffeereview.com/review/holiday-sweet/,0,Sweet,1,0,0,1,2,3,1,0,0,1,3,1,1,0,1,0,1,2
1373,Holiday Blend,94,Very Good to Outstanding,$8.00/100 grams,8,9,9,9,54/74,"Fruit-toned, richly sweet. Strawberry, sandalwood, narcissus-like flowers, nougat, lemon verbena in aroma and cup. Sweet-tart structure with vibrant, juicy acidity; plush, creamy mouthfeel. Resonant finish that consolidates around strawberry and nougat with hints of sandalwood. ",Southern Ethiopia,"A blend of two Ethiopia coffees, a washed-process Kochere Saona and a natural-process Yirgacheffe. This coffee tied for the highest rating in a tasting of holiday blends for Coffee Review‘s December 2019 tasting report. Plat Coffee is a specialty roaster and café in Hong Kong. For more information, visit www.platcoffee.com.",Medium-Light,Plat Coffee Roastery,"Hong Kong, China",https://www.coffeereview.com/review/holiday-blend-26plat/,0,Woody,1,0,1,2,2,1,1,0,1,1,0,2,1,0,1,1,0,2
1379,Costa Rica Las Lajas Red Honey,93,Very Good to Outstanding,$15.95/12 ounces,8,9,9,9,50/66,"Deeply sweet, subtly tart, nuanced. Ripe blueberry, freesia-like flowers, almond, fresh-cut cedar, nougat in aroma and cup. Sweetly fruit-toned structure with round acidity; full, syrupy mouthfeel. Finish consolidates to notes of blueberry and nougat with undertones of cedar. ","Sabanilla de Alajuela, Costa Rica","Produced by Oscar and Francisca Chacon from trees of the Caturra and Catuai varieties of Arabica; certified organically grown. Processed by the red honey method, meaning that some fruit flesh (“honey”) was allowed to adhere to the beans during drying. Located in southwestern Colorado, Durango Coffee lays claim to a rich coffee history that dates to 1986. Its motto is “Tough Town, Great Coffee.” Visit www.durangocoffee.com or call 800-748-2275 for more information.",Medium,Durango Coffee Company,"Durango, Colorado",https://www.coffeereview.com/review/costa-rica-las-lajas-red-honey-3/,0,Sweet,1,0,0,1,2,3,1,1,0,1,0,1,0,0,1,0,0,2
1389,Kenya FSC AB,94,Very Good to Outstanding,"NT $1,000/100 grams",8,9,9,9,50/67,"Richly sweet, deeply chocolaty. Chocolate fudge, red currant, wisteria, cedar, agave syrup in aroma and cup. Crisp, sweetly tart structure with vibrant, juicy acidity; plush, viscous mouthfeel. Quiet finish centered around notes of chocolate, wisteria and cedar.","Kirinyaga District, south-central Kenya","Produced from trees of the SL28, SL34, Ruiru 11 and Batian varieties of Arabica. Processed by a particularly meticulous Kenya variation on the traditional wet or “washed” method, in which skin and fruit flesh are removed from the beans or seeds before they are dried. Black Coffee in Black Jar, a Taiwan-based nano-roaster and café, is named for both the Taiwanese slang phrase “black soy sauce in black jar,” indicating something is difficult to see through, and the literal black jar in which this company stores coffee to protect it from UV light. For more information, visit https://m.facebook.com/BlackCoffeeInBlackJar/.",Medium,Black Coffee In Black Jar,"Taichung, Taiwan",https://www.coffeereview.com/review/kenya-fsc-ab/,0,Sweet,0,0,0,1,1,3,1,0,0,1,2,0,3,0,1,1,2,2
1391,Ethiopia Suke Quto Honey,95,Exceptional,$19.75/12 ounces,9,9,9,9,52/70,"Delicate, complex, multi-layered. Bergamot, dark chocolate, nougat, narcissus, cedar in aroma and cup. Richly sweet-savory structure with citrusy acidity; full, syrupy mouthfeel. The floral- and fruit-driven finish is supported by chocolate and aromatic wood notes.","Guji Zone, Oromia Region, south-central Ethiopia","Produced entirely from trees of the native Ethiopian varieties Kurume and Welicho at Suke Quto farm. Processed by the honey method, which means that the outer skin of the coffee fruit is removed, as it is in the wet or “washed” process, but at least some of the sticky fruit residue is allowed to dry on the bean and later removed by machine along with the parchment skin. This coffee is both organic- and Rainforest Alliance-certified. Paradise Roasters specializes in micro-lot Arabica and Robusta coffees from Asia and other emerging origins. The company prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information.

 ",Medium-Light,Paradise Roasters,"Minneapolis, Minnesota",https://www.coffeereview.com/review/ethiopia-suke-quto-honey-2/,0,Citrusy,1,0,2,2,0,2,1,0,0,1,1,1,1,2,1,1,2,2
1392,Panama Esmeralda Geisha Natural,96,Exceptional,$19.95/4 ounces,9,9,9,10,56/74,"Vibrantly sweet, resonantly floral, cocoa-toned. Lavender, cocoa nib, kumquat, fine musk, toffee in aroma and cup. Sweetly tart structure with bright, juicy acidity; crisp yet syrupy mouthfeel. Flavor-saturated finish that sustains each note from the cup in long, ringing clarity. ","Boquete growing region, western Panama","Coffee from trees of the botanical variety Geisha (also Gesha) grown on Price Peterson’s Hacienda La Esmeralda in Panama first introduced this extraordinary variety of Arabica to the world. With its bold, boat-shaped beans and distinctive floral and crisply cacao-toned cup, the Gesha continues one of the world’s most unique coffees, and the Esmeralda versions remain among the most authentic. This is a dry-processed or “natural” version, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Paradise Roasters specializes in micro-lot Arabica and Robusta coffees from Asia and other emerging origins. The company prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information.",Medium-Light,Paradise Roasters,"Minneapolis, Minnesota",https://www.coffeereview.com/review/panama-esmeralda-geisha-natural/,0,Sweet,0,0,0,0,0,3,1,0,0,1,1,2,2,1,1,1,2,2
