,desc_sub,review,est_price,name,roaster,roast,loc_country,origin,100g_USD,rating,review_date
319,"Tropical, floral, and fruit-toned. Star jasmine, l","Tropical, floral, and fruit-toned. Star jasmine, lychee, dark chocolate, cashew butter, sandalwood in aroma and cup. High-toned structure with vibrant acidity; very full, satiny mouthfeel. Fruit-toned finish with undertones of cashew and sandalwood.",$30.00/4 ounces,Ka’u Bourbon Champagne Natural,Paradise Roasters,Medium-Light,United States,Hawai'I,26.46,94,January 2022
320,"Delicately sweet-tart. Berry melange, pink pepperc","Delicately sweet-tart. Berry melange, pink peppercorn, honeysuckle, baker’s chocolate, lemon verbena in aroma and cup. Sweetly tart structure with crisp acidity; satiny-smooth mouthfeel. The herb-toned finish leads with notes of lemon verbena",$20.50/12 ounces,Ethiopia Bedhatu Natural,Old World Coffee Lab,Medium-Light,United States,Ethiopia,6.03,93,January 2022
321,"Balanced; richly bittersweet. Tangerine zest, coco","Balanced; richly bittersweet. Tangerine zest, cocoa nib, date, magnolia, cedar in aroma and cup. Delicately sweet structure with gentle acidity; smooth, silky mouthfeel. Cocoa- and citrus-toned finish.",$20.00/12 ounces,Ethiopia Bedhatu Washed,Old World Coffee Lab,Medium-Light,United States,Ethiopia,5.88,92,January 2022
322,"Lively, balanced, elegantly sweet-tart. Lime bloss","Lively, balanced, elegantly sweet-tart. Lime blossom, lychee, blood orange, cocoa nib, honey in aroma and cup. Gently bright structure with vibrant acidity; silky-smooth mouthfeel. Resonant, long, rich-toned finish.",$50.00/4 ounces,Panama Mama Cata Geisha Champagne Natural,Paradise Roasters,Light,United States,Panama,44.09,95,December 2021
323,"Bright, juicy, citrusy. Star Jasmine, tangerine ze","Bright, juicy, citrusy. Star Jasmine, tangerine zest, cocoa nib, almond, hint of spearmint in aroma and cup. Sweet-tart structure with nimble acidity; very smooth, satiny mouthfeel. Floral-toned finish supported by notes of tangerine zest and almond.",$25.00/12 ounces,Ethiopia Yirgacheffe Worka Sakaro,Paradise Roasters,Medium-Light,United States,Ethiopia,7.35,95,December 2021
324,"Crisply fruit-forward, sweetly tart. Goji berry, c","Crisply fruit-forward, sweetly tart. Goji berry, cinnamon, carnation, dark chocolate, hazelnut in aroma and cup. Deeply sweet structure with crisp acidity; plush, satiny mouthfeel. Gently fruity finish centered around notes of dark chocolate and goji berry.",$20.00/8 ounces,Haraaz Red,JBC Coffee Roasters,Medium-Light,United States,Yemen,8.82,93,December 2021
325,"Floral-toned, delicately complex. Lilac, amber, ap","Floral-toned, delicately complex. Lilac, amber, apricot, caramel, a hint of thyme in aroma and cup. Sweetly tart structure with bright acidity; silky, viscous mouthfeel. The finish consolidates to notes of amber and caramel, supported by sweet thyme.",$24.00/8 ounces,Guatemala Acatenango Gesha,Jaunt Coffee Roasters,Light,United States,Guatemala,10.58,94,December 2021
326,"Richly fruit-forward, deeply sweet-savory. Dried m","Richly fruit-forward, deeply sweet-savory. Dried mango, saltwater taffy, hop flowers, agave syrup, oak in aroma and cup. Bittersweet structure with brisk acidity; satiny-smooth mouthfeel. The resonant finish centers around notes of mango and hop flowers supported by oak.",$26.00/12 ounces,Costa Rica Luis Campos Termico,Revel Coffee,Medium-Light,United States,Costa Rica,7.64,93,December 2021
327,"Sweetly savory, rich and deep. Dark chocolate, vio","Sweetly savory, rich and deep. Dark chocolate, violet, pomegranate, maple syrup, cedar in aroma and cup. Crisply bright with juicy acidity; very syrupy mouthfeel. Notes of violet and pomegranate, with undertones of cedar, resonate in the finish.",NT $800/16 ounces,Magic Cat Kenya Civet AFCA TOH NO.2 Gatuya Factory New Murarandia AA,"Good Chance Biotechnology, Ltd.",Medium-Light,Taiwan,Kenya,90.83,94,December 2020
328,"Sweetly savory, rich and deep. Dark chocolate, vio","Sweetly savory, rich and deep. Dark chocolate, violet, pomegranate, maple syrup, cedar in aroma and cup. Crisply bright with juicy acidity; very syrupy mouthfeel. Notes of violet and pomegranate, with undertones of cedar, resonate in the finish.",USD $206.00/8 ounces,Magic Cat Kenya Civet AFCA TOH NO.2 Gatuya Factory New Murarandia AA,"Good Chance Biotechnology, Ltd.",Medium-Light,Taiwan,Kenya,90.83,94,December 2020
329,"Crisply, quietly sweet-savory. Pear, Brazil nut, f","Crisply, quietly sweet-savory. Pear, Brazil nut, fir, brown sugar, carnation in aroma and cup. Sweet structure with brisk acidity; velvety mouthfeel. Gently drying, nut-toned finish.",HKD $208/120 grams,Ethiopia Hambela Tetsu Process,Mute Roaster,Light,China,Ethiopia,22.53,90,December 2021
330,"Richly bittersweet, complex. Dark chocolate, sassa","Richly bittersweet, complex. Dark chocolate, sassafras, honey, pear, cashew in aroma and cup. Bittersweet structure with pert acidity; satiny-smooth mouthfeel.",$13.00/12 ounces,Finca Huixoc Maracaturra,El Gran Cafe,Medium-Light,Guatemala,Guatemala,3.82,90,December 2021
331,"Balanced, sweetly savory. Narcissus, date, orange ","Balanced, sweetly savory. Narcissus, date, orange zest, tamarind, cedar in aroma and cup. Sweet structure with brisk acidity; full, syrupy-smooth mouthfeel. The finish leads with notes of tamarind, supported by orange zest and cedar.",NT $500/8 ounces,Kenya Nyeri AA Hercules,Luv Moshi,Medium-Light,Taiwan,Kenya,7.08,93,December 2021
332,"Richly floral, deep-toned. Narcissus, cocoa nib, p","Richly floral, deep-toned. Narcissus, cocoa nib, peach, fir, almond in aroma and cup. Sweet structure with pert acidity; velvety mouthfeel. The finish shows a pretty floral throughline supported by notes of stone fruit and cocoa nib.",$10.00/12 ounces,Proyecto Aurora,El Gran Cafe,Medium-Light,Guatemala,Guatemala,2.94,92,December 2021
333,"Gently fruit-toned, wood-framed. Prune, balsa wood","Gently fruit-toned, wood-framed. Prune, balsa wood, hazelnut, orange zest, a hint of freesia in aroma and cup. Sweet-savory structure with gently bittersweet acidity; velvety mouthfeel. Notes of balsa and hazelnut drive the finish.",$13.00/12 ounces,Las Moritas Yellow Caturra,El Gran Cafe,Light,Guatemala,Guatemala,3.82,87,December 2021
334,"Gently fruit-toned, wood-framed. Prune, balsa wood","Gently fruit-toned, wood-framed. Prune, balsa wood, hazelnut, orange zest, a hint of freesia in aroma and cup. Sweet-savory structure with gently bittersweet acidity; velvety mouthfeel. Notes of balsa and hazelnut drive the finish.",$12.99/11 ounces,Las Moritas Yellow Caturra,El Gran Cafe,Light,Guatemala,Guatemala,3.82,87,December 2021
335,"Delicate, crisply sweet. Pistachio, fir, lime zest","Delicate, crisply sweet. Pistachio, fir, lime zest, freesia, brown sugar in aroma and cup. Sweet-toned structure with gentle acidity; velvety mouthfeel. The finish consolidates to notes of fir and lime zest.",$16.50/12 ounces,El Pintado Classico,El Gran Cafe,Light,Guatemala,Guatemala,4.85,87,December 2021
336,"Richly bittersweet. Dark chocolate, hop flowers, f","Richly bittersweet. Dark chocolate, hop flowers, fir, almond, raisin in aroma and cup. Bittersweet structure with gentle acidity; very full, syrupy mouthfeel. The crisp, chocolaty finish is supported by smoky aromatic wood notes.",$5.00/12 ounces,5a Poniente,El Gran Cafe,Medium,Guatemala,Guatemala,1.47,88,December 2021
337,"Balanced, richly bittersweet. Cocoa powder, prairi","Balanced, richly bittersweet. Cocoa powder, prairie flowers, date, lily, fresh-cut oak in aroma and cup. Savory-sweet structure with bittersweet acidity; full, syrupy mouthfeel. The gently drying finish centers around notes of cocoa powder and fir.",$16.50/12 ounces,Esperanza Villa Sarchi,El Gran Cafe,Light,Guatemala,Guatemala,4.85,90,December 2021
338,"Bright, deeply chocolaty. Dark chocolate, grapefru","Bright, deeply chocolaty. Dark chocolate, grapefruit zest, plum, hazelnut, thyme in aroma and cup. Sweet-tart structure with juicy acidity; full, satiny mouthfeel. Chocolaty, nut-toned finish with undertones of fresh-cut thyme.",$16.50/12 ounces,Esperanza Bourbon,El Gran Cafe,Medium-Light,Guatemala,Guatemala,4.85,92,December 2021
339,"Crisply sweet-savory. Pecan, pie cherry, brown sug","Crisply sweet-savory. Pecan, pie cherry, brown sugar, oak, a hint of gardenia in aroma and cup. Bittersweet structure with brisk acidity; chewy mouthfeel. Pecan tones prevail in the crisply sweet finish.",$13.00/12 ounces,Finca San Carlos,El Gran Cafe,Light,Guatemala,Guatemala,3.82,88,December 2021
340,"Crisply sweet, nut-toned. Cashew butter, baking ch","Crisply sweet, nut-toned. Cashew butter, baking chocolate, magnolia, pear, cedar in aroma and cup. Sweetly brisk structure; satiny mouthfeel. The finish consolidates to notes of cashew and cedar.",$5.00/12 ounces,5a Sur,El Gran Cafe,Medium,Guatemala,Guatemala,1.47,89,December 2021
341,"Complex, uniquely composed, tropical. Ginger bloss","Complex, uniquely composed, tropical. Ginger blossom, cocoa nib, lychee, sandalwood, wild honey in aroma and cup. Sweetly tart structure with bright, juicy acidity; syrupy-smooth mouthfeel. The finish carries through on the promise of the cup, with rich fruit notes in the short and deep florals in the long.",£100/150-gram packet,Hacienda La Esmeralda Montañas 71AS,Difference Coffee,Medium-Light,England,Panama,80.0,96,December 2021
342,"Richly floral-toned, deeply sweet. Narcissus, Meye","Richly floral-toned, deeply sweet. Narcissus, Meyer lemon zest, cocoa nib, marjoram, maple syrup in aroma and cup. Sweet-toned structure with juicy, bright acidity; syrupy-smooth mouthfeel. Balanced floral, citrusy finish.",$16.00/10 ounces,Ethiopia Nano Genji #5,Collage Coffee,Medium-Light,United States,Ethiopia,5.64,93,December 2021
343,"Bright with spice-toned florals. Star jasmine, coc","Bright with spice-toned florals. Star jasmine, cocoa nib, grapefruit zest, agave syrup, cedar in aroma and cup. Sweet-tart structure with bright, juicy acidity; full,",$12.00/8 ounces,Ethiopia Yirgacheffe Aramo,States Coffee,Medium-Light,United States,Ethiopia,5.29,93,December 2021
344,"Richly sweet, deeply savory. Wisteria, red currant","Richly sweet, deeply savory. Wisteria, red currant, lime zest, tamarind, sandalwood in aroma and cup. Balanced structure with lively acidity; plush, syrupy-smooth mouthfeel. The bright finish leads with wisteria and red currant in the short; lime grapefruit zest and sandalwood carry the long.",$12.00/8 ounces,Kenya Nyeri Gatomboya,States Coffee,Medium-Light,United States,Kenya,5.29,94,December 2021
345,"Gently sweet-tart, cocoa-toned. Cocoa nib, orange,","Gently sweet-tart, cocoa-toned. Cocoa nib, orange, narcissus, mango, cedar in aroma and cup. Intricately sweet, bright, with brisk acidity; full, syrupy mouthfeel. The quietly sweet finish consolidates to cocoa-toned mango and cedar.",$12.00/8 ounces,Subrosa Ethiopia Kayon Mountain Organic Natural,States Coffee,Medium-Light,United States,Ethiopia,5.29,93,December 2021
346,"Rich, intensely sweet, floral-toned. Lilac, tanger","Rich, intensely sweet, floral-toned. Lilac, tangerine, cocoa nib, apricot, myrrh in aroma and cup. Lively, sweet-tart structure with bright acidity; plush, syrupy-smooth mouthfeel. The resonant finish centers around juicy citrus and lilac tones, grounded by cocoa nib.",NT $550/8 ounces,Ethiopia Bench Maji Natural Gesha,VERYTIME,Light,Taiwan,Ethiopia,7.79,94,December 2021
347,"High-toned, balanced, richly sweet-tart. Dried apr","High-toned, balanced, richly sweet-tart. Dried apricot, star jasmine, cocoa nib, caramel, star anise in aroma and cup. Sweetly tart structure with juicy, engaging",$50.00/6 ounces,Panama Hacienda La Esmeralda Gesha,modcup coffee,Light,United States,Panama,29.39,94,December 2021
348,"Richly sweet-savory. Caramel, guava, rose hips, ho","Richly sweet-savory. Caramel, guava, rose hips, hop flowers, pink peppercorn in aroma and cup. Balanced, bittersweet structure with sweetly brisk acidity; plush, syrupy mouthfeel. Spice-toned finish consolidates to notes of pink peppercorn and caramel.",$19.00/4 ounces,Natural Ka’u Maragogipe,Big Island Coffee Roasters,Medium-Light,Hawai'i,Hawai'I,16.75,94,December 2021
349,"Delicately sweet-tart, rich-toned. Dried apricot, ","Delicately sweet-tart, rich-toned. Dried apricot, dark chocolate, hazelnut butter, gardenia, marjoram in aroma and cup. Sweet structure with tart, juicy acidity; full, satiny-smooth mouthfeel. The quiet finish centers around dried apricot and hazelnut.",NT $375/8 ounces,Ethiopia Guji Shakiso Dambi Udo Honey,Coffee Please,Light,Taiwan,Ethiopia,4.98,94,April 2021
350,"Delicately sweet-tart, rich-toned. Dried apricot, ","Delicately sweet-tart, rich-toned. Dried apricot, dark chocolate, cashew butter, plumeria, pink grapefruit zest in aroma and cup. Sweet structure with tart, juicy",NT $375/8 ounces,Ethiopia Washed Sidama Bensa Bombe,Kakalove Cafe,Light,Taiwan,Ethiopia,5.31,94,December 2021
351,"Delicately sweet-tart, rich-toned. Dried apricot, ","Delicately sweet-tart, rich-toned. Dried apricot, dark chocolate, hazelnut butter, gardenia, marjoram in aroma and cup. Sweet structure with tart, juicy acidity; full, satiny-smooth mouthfeel. The quiet finish centers around dried apricot and hazelnut.",NT $350/225 grams,Ethiopia Guji Shakiso Dambi Udo Honey,Coffee Please,Light,Taiwan,Ethiopia,4.98,94,April 2021
352,"Delicately sweet-tart, rich-toned. Dried apricot, ","Delicately sweet-tart, rich-toned. Dried apricot, dark chocolate, cashew butter, plumeria, pink grapefruit zest in aroma and cup. Sweet structure with tart, juicy",NT $350/225 grams,Ethiopia Washed Sidama Bensa Bombe,Kakalove Cafe,Light,Taiwan,Ethiopia,5.31,94,December 2021
353,"Delicate, deeply sweet, complexly layered. Passion","Delicate, deeply sweet, complexly layered. Passionfruit, roasted cacao nib, frankincense, lilac, almond in aroma and cup. Balanced, sweet-tart structure with juicy acidity; crisp, satiny mouthfeel. The richly cocoa-toned finish is redolent of tropical fruit and fragrant aromatic wood.","NT $1,400/4 ounces",Panama Finca Hartmann Geisha Natural,Temple Coffee and Tea,Light,United States,Panama,23.81,95,January 2018
354,"Delicate, deeply sweet, complexly layered. Passion","Delicate, deeply sweet, complexly layered. Passionfruit, roasted cacao nib, frankincense, lilac, almond in aroma and cup. Balanced, sweet-tart structure with juicy acidity; crisp, satiny mouthfeel. The richly cocoa-toned finish is redolent of tropical fruit and fragrant aromatic wood.",$54.00/8 ounces,Panama Finca Hartmann Geisha Natural,Temple Coffee and Tea,Light,United States,Panama,23.81,95,January 2018
355,"Delicately tropical. Lychee, ginger blossom, cocoa","Delicately tropical. Lychee, ginger blossom, cocoa nib, amber, agave syrup in aroma and cup. Sweet, lively structure with juicy acidity; crisp, silky mouthfeel.",$20.00/6 ounces,Philippines Sitio Belis,Paradise Roasters,Medium-Light,United States,Philippines,11.76,93,November 2021
356,"Delicately sweet-tart. Cocoa nib, green plum, haze","Delicately sweet-tart. Cocoa nib, green plum, hazelnut, lavender, fresh-cut fir in aroma and cup. Crisply sweet structure with bright, citrusy acidity; velvety",$25.00/12 ounces,Ethiopia Bedessa,Jaunt Coffee Roasters,Medium-Light,United States,Ethiopia,7.35,92,November 2021
357,"Evaluated as espresso. Balanced, chocolaty, subtly","Evaluated as espresso. Balanced, chocolaty, subtly fruit-toned. Dark chocolate, tamarind, wild honey, marjoram, honeysuckle in aroma and small cup. Plush, syrupy mouthfeel; chocolaty finish with undertones of tamarind and wild honey. In cappuccino-scaled milk, tart tamarind notes stand up to the chocolate, and undercurrents of honeysuckle contribute sweet spice notes.",$62.95/8 ounces,Espresso,Hula Daddy Kona Coffee,Medium-Light,Hawai'i,Hawai'I,27.76,94,November 2021
358,"Crisp, lively, citrus-toned. Meyer lemon zest, plu","Crisp, lively, citrus-toned. Meyer lemon zest, plum, cocoa nib, freesia-like flowers, agave syrup in aroma and cup. Sweet-tart structure with brisk acidity; full, syrupy-smooth mouthfeel. The finish leads with Meyer lemon and cocoa notes supported by a hint of agave syrup.",$17.00/12 ounces,Organic Ethiopia Shantawene Natural,Mr. Espresso,Medium-Light,United States,Ethiopia,5.0,92,November 2021
