,review
307,richly sweet deeply savory elegantly balanced dried apricot maple syrup narcissus sandalwood cacao nib in aroma and cup sweet tart savory in structure with vibrant juicy acidity plush syrupy mouthfeel the finish leads with notes of dried apricot and cacao nib in the short rounding to narcissus and sandalwood in the long
308,lavish captivatingly complex deeply savory sweet candycap mushroom lilac dark chocolate dried coconut frankincense in aroma and cup structurally the savory component which is typically an undertone occupies the top of the aromatic and flavor range with deep sweetness fruit florals underneath the mouthfeel is lively and richly syrupy the seemingly eternal finish is a quiet mirror of the cup
309,high toned richly savory sweet red currant hop flowers dark chocolate oak maple syrup in aroma and cup rich savory sweet structure with vibrant juicy acidity plush syrupy mouthfeel resoundingly long flavor saturated finish
310,cleanly fruit toned deeply rich dried raspberry toffee molasses cedar narcissus like flowers in aroma and cup sweet toned structure with brisk acidity creamy smooth mouthfeel impressively resonant multi layered finish
311,crisp citrusy deeply sweet lemon verbena cacao nib agave syrup cedar freesia like flowers in aroma and cup sweet tart structure with high toned lively acidity full viscous mouthfeel the finish consolidates to notes of citrus toned cocoa and freesia
312,mild though intricately deep sweet savory rich cocoa hemp seed scorched clove fig gardenia like flowers in aroma and cup quiet but well composed sweet savory structure light though nicely satiny mouthfeel the finish is resonant and gently drying
313,deeply sweet pungent with a very slight roasty edge cedar dark chocolate candied walnut dried peach narcissus like flowers in aroma and cup sweetly and roundly brisk in structure lightly syrupy mouthfeel chocolate dominates in the short finish cedar in the long
314,a deep sweetness and considerable complexity resonate impressively inside a bitter savory structure hints of blueberry and guava spearmint cocoa rose a hint of clove in aroma and cup fully syrupy mouthfeel flavor carries persuasively into a rich though bittersweet finish
315,fruit driven sweetly savory dried raspberry baker s chocolate hop flowers grappa barrel cedar in aroma and cup bittersweet structure with round accessible acidity full viscous mouthfeel finish consolidates to notes of raspberry and lily with a hint of grappa barrel
316,complex chocolaty richly sweet dark chocolate guava butterscotch honeysuckle ginger blossom in aroma and cup sweetly tart structure with high toned acidity crisp syrupy mouthfeel long resounding finish that carries over all the notes from the cup in particular foregrounding guava and dark chocolate
317,delicately fruit toned persimmon rose hips cacao nib lemon verbena saltwater taffy in aroma and cup balanced sweet savory structure with fruit driven acidity vibrant syrupy mouthfeel the finish consolidates to persimmon and rose hips with cocoa undertones
318,evaluated as espresso nuanced floral toned richly sweet wisteria chocolate fudge almond brittle cedar black cherry in aroma and small cup lightly syrupy crisp mouthfeel gently drying cocoa and wood framed finish notes of wisteria are foregrounded in three parts milk supported by chocolate fudge and almond
319,roast rounded savory sweet ripe tomato baker s chocolate scorched oak toffee magnolia in aroma and cup balanced sweet savory structure with gentle acidity crisp satiny mouthfeel the resonant finish consolidates to notes of sweet tomato and baker s chocolate with a hint of magnolia
320,bittersweet rich toned date grapefruit zest hazelnut cedar freesia like flowers in aroma and cup sweet toned structure with brisk acidity full syrupy mouthfeel the finish is framed by aromatic wood notes cedar with date and hazelnut undertones and a throughline of grapefruit zest
321,subtly and sweetly intense flowers and cocoa lavender cocoa honey candied nut lemon zest much more in aroma and cup richly and sweetly pungent in structure light though plush and satiny in mouthfeel a quiet layered finish consolidates around lemon and lavender
322,exceptionally high toned delicately fruit centered intricately balanced mulberry coconut sandalwood dark chocolate lilac in aroma and cup richly sweet in structure with balanced juicy acidity delicate but plush mouth filling texture the finish is a gentle reminder of everything the cup offers in particular mulberry coconut and lilac
323,impeccably floral and cocoa toned with a savory throughline chocolate fudge wisteria asian pear hazelnut butter white peppercorn in aroma and cup richly sweet savory structure with floral acidity velvety smooth viscous mouthfeel the finish centers around spice toned chocolate think dark chocolate with peppercorns and wisteria
324,rich complex very deeply sweet honey lilac guava frankincense cacao nib in aroma and cup richly sweet tart structure with high toned juicy acidity crisp full satiny mouthfeel the rich toned finish is both sweetly floral and invitingly tart
325,richly sweet savory deeply floral toned honeysuckle bergamot toffee myrrh a hint of fresh coriander in aroma and cup balanced structure sweet savory with citrusy acidity plump satiny mouthfeel the finish consolidates around notes of honeysuckle and myrrh with a hint of toffee in the long
326,subtly and sweetly rich deeply savory goji berry cocoa nib myrrh fine musk gardenia in aroma and cup sweet savory structure with juicy acidity crisp lightly satiny mouthfeel the finish resonates with perfume and cocoa notes with deep richness into the long
327,evaluated as espresso bright sweetly tart floral and nut toned nougat cherry wisteria almond wood sweet lime in aroma and small cup nicely syrupy crisp mouthfeel the finish simplifies around an attractively tart and nutty resonance the florals tart elegance and rich toned nuttiness carry with grace and delicacy into three parts milk
328,richly sweet tart high toned cacao nib pie cherry lilac cedar nougat in aroma and cup sweet tart structure with juicy vibrant acidity crisp velvety mouthfeel the resonant finish centers around notes of tart stonefruit and cacao nib
329,rich toned chocolaty exquisitely balanced chocolate fudge pink grapefruit zest cherry sandalwood narcissus in aroma and cup sweetly tart structure with bright juicy acidity plush syrupy mouthfeel the finish consolidates to notes of chocolate fudge and citrus toned sandalwood
330,richly and pungently zesty blackberry baker s chocolate mixed peppercorn violet lemon zest in aroma and cup brisk and deeply rich toned structure with a lemon and floral inflection full syrupy mouthfeel lemon and violet with a hint of cocoa in the long dry finish
331,briskly and richly pungent dark chocolate date cherry tomato violet hints of herbs and spices sage cumin cinnamon in aroma and small cup light and silky though gently drying mouthfeel crisp quietly resonant finish distinctively tart floral toned and rich in three parts milk
332,high toned sweetly tart deeply savory jasmine dark chocolate lemon verbena pink grapefruit zest candycap mushroom in aroma and cup balanced sweet tart savory structure lyrical syrupy smooth mouthfeel the flavor saturated finish leads with citrus notes lemon verbena grapefruit in the short rounding to deep chocolate and sweet mushroom in the long
333,sweetly fruit toned accessibly fermenty raspberry coulis dark chocolate hop flowers wine barrel pink peppercorn in aroma and cup richly bittersweet in structure with a tangy acidity crisp lightly syrupy mouthfeel the resonant finish is all fruit and chocolate enhanced by a quiet sweet ferment
334,crisp delicate richly sweet red plum cocoa nib jasmine sandalwood brown sugar in aroma and cup sweet toned structure with vivacious acidity plush syrupy mouthfeel cocoa toned plum and a hint of jasmine animate the quiet finish
